!v01 AND !v00 -> !out000
!v03 AND !v01 -> !out001
v06 XOR v01 -> !out045
!v07 XOR v02 -> out046
v00 XOR v03 -> !out047
v07 XOR !v02 -> out048
v06 XOR !v04 -> out049
!v04 XOR v06 -> out050
!v04 XOR v01 -> out051
!v00 XOR v02 -> out052
v03 XOR v08 -> !out053
v01 XOR v02 -> !out054
v04 XOR !v00 -> out055
v05 XOR v03 -> !out056
v01 XOR v06 -> !out057
v01 XOR v09 -> !out058
!v02 XOR !v01 -> !out059
v05 NAND !v09 -> out060
!v09 NAND !v05 -> out061
!v07 NAND !v06 -> out062
!v09 NAND v04 -> out063
v02 NAND v06 -> !out064
v09 NAND v06 -> !out065
!v02 NAND !v07 -> out066
!v07 NAND v09 -> out067
v09 NAND v00 -> !out068
!v01 NAND !v02 -> out069
v06 NAND !v08 -> out070
!v00 NAND !v08 -> out071
!v09 NAND v00 -> out072
!v01 NAND !v02 -> out073
v04 NAND !v06 -> out074
!v05 NAND v07 -> out075
!v09 NAND v03 -> out076
v01 NAND !v00 -> out077
!v07 NAND v08 -> out078
v01 NAND v08 -> !out079
v00 NOR v07 -> !out080
!v00 NOR v04 -> !out081
v04 NOR !v09 -> !out082
!v05 NOR v03 -> !out083
v09 NOR !v06 -> !out084
!v04 NOR v00 -> !out085
!v01 NOR v08 -> !out086
v02 NOR v05 -> !out087
!v07 NOR v02 -> !out088
v02 NOR !v07 -> !out089
v04 NOR v09 -> !out090
v00 NOR v01 -> !out091
!v09 NOR !v08 -> out092
!v07 NOR v08 -> !out093
v04 NOR v03 -> !out094
!v01 NOR v05 -> !out095
!v02 NOR !v03 -> out096
v00 NOR !v03 -> !out097
!v03 NOR v01 -> !out098
v05 NOR !v04 -> !out099
!v01 AND v00 -> !out000
!v03 AND !v01 -> !out001
!v03 AND v09 -> !out002
v07 AND !v02 -> !out003
v00 AND !v04 -> !out004
!v06 AND !v02 -> !out005
!v02 AND v06 -> !out006
v07 AND v01 -> out007
v03 AND !v04 -> !out008
v01 AND v06 -> out009
v03 AND !v01 -> !out010
!v09 AND v00 -> !out011
v05 AND !v08 -> !out012
v09 AND !v06 -> !out013
!v07 AND !v06 -> !out014
!v03 AND v06 -> !out015
!v02 AND v07 -> !out016
!v01 AND !v07 -> !out017
v09 AND !v08 -> !out018
!v04 AND !v08 -> !out019
!v00 OR v09 -> out020
!v02 OR v09 -> out021
v04 OR !v06 -> out022
!v04 OR v00 -> out023
v04 OR v09 -> out024
v00 OR v05 -> out025
!v02 OR !v09 -> !out026
!v03 OR v07 -> out027
v00 OR !v06 -> out028
v02 OR v09 -> out029
v06 OR v05 -> out030
v00 OR !v05 -> out031
!v00 OR v05 -> out032
v00 OR !v08 -> out033
!v03 OR !v08 -> !out034
!v02 OR v06 -> out035
v01 OR !v02 -> out036
!v07 OR v03 -> out037
!v08 OR !v07 -> !out038
v01 OR v00 -> out039
v07 XOR v00 -> !out040
!v06 XOR !v07 -> !out041
v07 XOR v03 -> !out042
v09 XOR !v02 -> out043
v03 XOR v07 -> !out044
v06 XOR !v01 -> out045
v07 XOR v02 -> !out046
!v00 XOR v03 -> out047
v07 XOR v02 -> !out048
v06 XOR !v04 -> out049
v04 XOR v06 -> !out050
v04 XOR v01 -> !out051
v00 XOR v02 -> !out052
v03 XOR v08 -> !out053
!v01 XOR v02 -> out054
v04 XOR !v00 -> out055
!v05 XOR !v03 -> !out056
!v01 XOR v06 -> out057
v01 XOR v09 -> !out058
!v02 XOR v01 -> out059
v05 NAND !v09 -> out060
!v09 NAND !v05 -> out061
v07 NAND !v06 -> out062
!v09 NAND v04 -> out063
v02 NAND !v06 -> out064
v09 NAND v06 -> !out065
!v02 NAND v07 -> out066
!v07 NAND !v09 -> out067
!v09 NAND v00 -> out068
v01 NAND v02 -> !out069
v06 NAND v08 -> !out070
v00 NAND !v08 -> out071
v09 NAND v00 -> !out072
v01 NAND !v02 -> out073
v04 NAND !v06 -> out074
!v05 NAND v07 -> out075
!v09 NAND !v03 -> out076
v01 NAND !v00 -> out077
!v07 NAND v08 -> out078
!v01 NAND v08 -> out079
!v00 NOR !v07 -> out080
!v00 NOR v04 -> !out081
!v04 NOR v09 -> !out082
v05 NOR v03 -> !out083
v09 NOR !v06 -> !out084
!v04 NOR v00 -> !out085
v01 NOR !v08 -> !out086
v02 NOR v05 -> !out087
v07 NOR !v02 -> !out088
v02 NOR v07 -> !out089
v04 NOR !v09 -> !out090
v00 NOR v01 -> !out091
!v09 NOR v08 -> !out092
v07 NOR v08 -> !out093
v04 NOR v03 -> !out094
!v01 NOR v05 -> !out095
v02 NOR v03 -> !out096
!v00 NOR v03 -> !out097
v03 NOR !v01 -> !out098
!v05 NOR !v04 -> out099
v01 AND !v00 -> !out000
v03 AND !v01 -> !out001
v03 AND v09 -> out002
v07 AND v02 -> out003
!v00 AND !v04 -> !out004
v06 AND !v02 -> !out005
!v02 AND v06 -> !out006
v07 AND !v01 -> !out007
!v03 AND !v04 -> !out008
v01 AND !v06 -> !out009
v03 AND v01 -> out010
v09 AND !v00 -> !out011
v05 AND !v08 -> !out012
v09 AND v06 -> out013
!v07 AND !v06 -> !out014
v03 AND v06 -> out015
!v02 AND !v07 -> !out016
!v01 AND v07 -> !out017
v09 AND !v08 -> !out018
!v04 AND !v08 -> !out019
v00 OR !v09 -> out020
!v02 OR !v09 -> !out021
!v04 OR !v06 -> !out022
v04 OR v00 -> out023
!v04 OR v09 -> out024
v00 OR !v05 -> out025
!v02 OR !v09 -> !out026
v03 OR v07 -> out027
!v00 OR !v06 -> !out028
v02 OR v09 -> out029
!v06 OR !v05 -> !out030
!v00 OR !v05 -> !out031
!v00 OR v05 -> out032
!v00 OR v08 -> out033
!v03 OR !v08 -> !out034
!v02 OR !v06 -> !out035
v01 OR !v02 -> out036
!v07 OR v03 -> out037
!v08 OR !v07 -> !out038
!v01 OR v00 -> out039
v07 XOR !v00 -> out040
!v06 XOR !v07 -> !out041
!v07 XOR !v03 -> !out042
!v09 XOR v02 -> out043
v03 XOR !v07 -> out044
v06 XOR !v01 -> out045
!v07 XOR v02 -> out046
v00 XOR v03 -> !out047
!v07 XOR !v02 -> !out048
v06 XOR !v04 -> out049
v04 XOR v06 -> !out050
!v04 XOR v01 -> out051
v00 XOR v02 -> !out052
!v03 XOR v08 -> out053
v01 XOR !v02 -> out054
v04 XOR v00 -> !out055
v05 XOR v03 -> !out056
!v01 XOR !v06 -> !out057
v01 XOR !v09 -> out058
!v02 XOR v01 -> out059
!v05 NAND v09 -> out060
v09 NAND v05 -> !out061
!v07 NAND !v06 -> out062
v09 NAND !v04 -> out063
!v02 NAND v06 -> out064
v09 NAND v06 -> !out065
!v02 NAND !v07 -> out066
!v07 NAND v09 -> out067
v09 NAND !v00 -> out068
v01 NAND !v02 -> out069
v06 NAND !v08 -> out070
v00 NAND !v08 -> out071
!v09 NAND v00 -> out072
!v01 NAND !v02 -> out073
v04 NAND !v06 -> out074
v05 NAND !v07 -> out075
v09 NAND v03 -> !out076
!v01 NAND v00 -> out077
!v07 NAND !v08 -> out078
!v01 NAND v08 -> out079
!v00 NOR v07 -> !out080
!v00 NOR v04 -> !out081
!v04 NOR !v09 -> out082
!v05 NOR v03 -> !out083
!v09 NOR v06 -> !out084
v04 NOR v00 -> !out085
v01 NOR v08 -> !out086
v02 NOR v05 -> !out087
v07 NOR v02 -> !out088
v02 NOR v07 -> !out089
!v04 NOR !v09 -> out090
!v00 NOR !v01 -> out091
v09 NOR !v08 -> !out092
!v07 NOR v08 -> !out093
v04 NOR v03 -> !out094
v01 NOR v05 -> !out095
!v02 NOR !v03 -> out096
!v00 NOR !v03 -> out097
!v03 NOR !v01 -> out098
!v05 NOR v04 -> !out099
v01 AND v00 -> out000
!v03 AND v01 -> !out001
v03 AND v09 -> out002
v07 AND v02 -> out003
v00 AND v04 -> out004
v06 AND v02 -> out005
!v02 AND v06 -> !out006
!v07 AND v01 -> !out007
v03 AND !v04 -> !out008
!v01 AND !v06 -> !out009
!v03 AND !v01 -> !out010
v09 AND v00 -> out011
v05 AND !v08 -> !out012
!v09 AND !v06 -> !out013
v07 AND !v06 -> !out014
v03 AND !v06 -> !out015
!v02 AND !v07 -> !out016
v01 AND !v07 -> !out017
!v09 AND !v08 -> !out018
v04 AND !v08 -> !out019
!v00 OR !v09 -> !out020
!v02 OR !v09 -> !out021
!v04 OR v06 -> out022
!v04 OR v00 -> out023
!v04 OR !v09 -> !out024
!v00 OR !v05 -> !out025
v02 OR v09 -> out026
!v03 OR !v07 -> !out027
!v00 OR v06 -> out028
v02 OR !v09 -> out029
!v06 OR v05 -> out030
v00 OR v05 -> out031
v00 OR v05 -> out032
v00 OR v08 -> out033
!v03 OR v08 -> out034
!v02 OR v06 -> out035
v01 OR !v02 -> out036
!v07 OR !v03 -> !out037
!v08 OR !v07 -> !out038
v01 OR v00 -> out039
v07 XOR !v00 -> out040
v06 XOR !v07 -> out041
v07 XOR !v03 -> out042
!v09 XOR !v02 -> !out043
!v03 XOR !v07 -> !out044
v06 XOR !v01 -> out045
v07 XOR v02 -> !out046
v00 XOR v03 -> !out047
!v07 XOR !v02 -> !out048
!v06 XOR !v04 -> !out049
!v04 XOR v06 -> out050
!v04 XOR !v01 -> !out051
v00 XOR !v02 -> out052
v03 XOR !v08 -> out053
v01 XOR !v02 -> out054
v04 XOR !v00 -> out055
v05 XOR v03 -> !out056
v01 XOR v06 -> !out057
!v01 XOR v09 -> out058
v02 XOR !v01 -> out059
!v05 NAND v09 -> out060
!v09 NAND v05 -> out061
v07 NAND v06 -> !out062
v09 NAND v04 -> !out063
!v02 NAND !v06 -> out064
v09 NAND v06 -> !out065
v02 NAND !v07 -> out066
!v07 NAND v09 -> out067
!v09 NAND v00 -> out068
!v01 NAND v02 -> out069
!v06 NAND !v08 -> out070
!v00 NAND !v08 -> out071
!v09 NAND v00 -> out072
v01 NAND v02 -> !out073
!v04 NAND !v06 -> out074
!v05 NAND v07 -> out075
!v09 NAND !v03 -> out076
!v01 NAND !v00 -> out077
v07 NAND !v08 -> out078
!v01 NAND v08 -> out079
!v00 NOR !v07 -> out080
v00 NOR v04 -> !out081
v04 NOR v09 -> !out082
!v05 NOR !v03 -> out083
v09 NOR !v06 -> !out084
v04 NOR v00 -> !out085
!v01 NOR !v08 -> out086
v02 NOR !v05 -> !out087
v07 NOR v02 -> !out088
v02 NOR !v07 -> !out089
!v04 NOR v09 -> !out090
v00 NOR !v01 -> !out091
!v09 NOR v08 -> !out092
v07 NOR v08 -> !out093
v04 NOR !v03 -> !out094
!v01 NOR !v05 -> out095
!v02 NOR v03 -> !out096
!v00 NOR !v03 -> out097
v03 NOR v01 -> !out098
v05 NOR v04 -> !out099
v01 AND !v00 -> !out000
v03 AND v01 -> out001
v03 AND !v09 -> !out002
v07 AND !v02 -> !out003
!v00 AND v04 -> !out004
v06 AND v02 -> out005
v02 AND v06 -> out006
v07 AND v01 -> out007
v03 AND !v04 -> !out008
!v01 AND v06 -> !out009
!v03 AND !v01 -> !out010
v09 AND !v00 -> !out011
!v05 AND v08 -> !out012
v09 AND !v06 -> !out013
!v07 AND !v06 -> !out014
v03 AND !v06 -> !out015
!v02 AND !v07 -> !out016
v01 AND !v07 -> !out017
!v09 AND v08 -> !out018
!v04 AND !v08 -> !out019
!v00 OR !v09 -> !out020
!v02 OR !v09 -> !out021
!v04 OR !v06 -> !out022
!v04 OR !v00 -> !out023
v04 OR !v09 -> out024
!v00 OR v05 -> out025
!v02 OR !v09 -> !out026
!v03 OR !v07 -> !out027
!v00 OR !v06 -> !out028
!v02 OR v09 -> out029
!v06 OR v05 -> out030
v00 OR v05 -> out031
!v00 OR v05 -> out032
v00 OR v08 -> out033
v03 OR v08 -> out034
v02 OR !v06 -> out035
v01 OR !v02 -> out036
v07 OR v03 -> out037
!v08 OR !v07 -> !out038
!v01 OR v00 -> out039
!v07 XOR !v00 -> !out040
v06 XOR !v07 -> out041
!v07 XOR v03 -> out042
!v09 XOR v02 -> out043
!v03 XOR v07 -> out044
!v06 XOR !v01 -> !out045
!v07 XOR v02 -> out046
v00 XOR !v03 -> out047
v07 XOR !v02 -> out048
!v06 XOR v04 -> out049
v04 XOR v06 -> !out050
v04 XOR v01 -> !out051
v00 XOR !v02 -> out052
!v03 XOR v08 -> out053
!v01 XOR !v02 -> !out054
!v04 XOR v00 -> out055
!v05 XOR !v03 -> !out056
!v01 XOR v06 -> out057
v01 XOR !v09 -> out058
v02 XOR !v01 -> out059
v05 NAND v09 -> !out060
v09 NAND v05 -> !out061
!v07 NAND !v06 -> out062
v09 NAND !v04 -> out063
!v02 NAND v06 -> out064
v09 NAND v06 -> !out065
v02 NAND v07 -> !out066
!v07 NAND v09 -> out067
!v09 NAND v00 -> out068
v01 NAND v02 -> !out069
v06 NAND v08 -> !out070
v00 NAND !v08 -> out071
!v09 NAND !v00 -> out072
!v01 NAND !v02 -> out073
!v04 NAND v06 -> out074
v05 NAND v07 -> !out075
!v09 NAND v03 -> out076
v01 NAND v00 -> !out077
v07 NAND !v08 -> out078
v01 NAND v08 -> !out079
!v00 NOR !v07 -> out080
!v00 NOR v04 -> !out081
!v04 NOR !v09 -> out082
v05 NOR v03 -> !out083
v09 NOR !v06 -> !out084
!v04 NOR !v00 -> out085
!v01 NOR !v08 -> out086
!v02 NOR v05 -> !out087
!v07 NOR v02 -> !out088
v02 NOR !v07 -> !out089
v04 NOR !v09 -> !out090
!v00 NOR v01 -> !out091
v09 NOR !v08 -> !out092
v07 NOR v08 -> !out093
v04 NOR !v03 -> !out094
v01 NOR !v05 -> !out095
v02 NOR v03 -> !out096
!v00 NOR v03 -> !out097
v03 NOR v01 -> !out098
!v05 NOR !v04 -> out099
!v01 AND !v00 -> !out000
!v03 AND !v01 -> !out001
!v03 AND !v09 -> !out002
v07 AND v02 -> out003
v00 AND v04 -> out004
v06 AND !v02 -> !out005
!v02 AND v06 -> !out006
v07 AND !v01 -> !out007
v03 AND !v04 -> !out008
v01 AND !v06 -> !out009
v03 AND v01 -> out010
v09 AND v00 -> out011
!v05 AND !v08 -> !out012
v09 AND !v06 -> !out013
!v07 AND v06 -> !out014
!v03 AND v06 -> !out015
v02 AND v07 -> out016
v01 AND v07 -> out017
!v09 AND v08 -> !out018
v04 AND !v08 -> !out019
v00 OR !v09 -> out020
v02 OR !v09 -> out021
v04 OR !v06 -> out022
!v04 OR !v00 -> !out023
!v04 OR !v09 -> !out024
!v00 OR !v05 -> !out025
!v02 OR v09 -> out026
v03 OR !v07 -> out027
!v00 OR v06 -> out028
!v02 OR v09 -> out029
v06 OR v05 -> out030
!v00 OR !v05 -> !out031
v00 OR v05 -> out032
v00 OR v08 -> out033
v03 OR v08 -> out034
v02 OR v06 -> out035
v01 OR v02 -> out036
!v07 OR v03 -> out037
v08 OR v07 -> out038
v01 OR !v00 -> out039
v07 XOR v00 -> !out040
!v06 XOR v07 -> out041
!v07 XOR !v03 -> !out042
!v09 XOR v02 -> out043
v03 XOR v07 -> !out044
!v06 XOR v01 -> out045
!v07 XOR v02 -> out046
!v00 XOR v03 -> out047
!v07 XOR v02 -> out048
!v06 XOR v04 -> out049
v04 XOR v06 -> !out050
!v04 XOR !v01 -> !out051
!v00 XOR !v02 -> !out052
v03 XOR v08 -> !out053
v01 XOR v02 -> !out054
v04 XOR !v00 -> out055
!v05 XOR !v03 -> !out056
v01 XOR v06 -> !out057
!v01 XOR v09 -> out058
!v02 XOR v01 -> out059
!v05 NAND !v09 -> out060
!v09 NAND v05 -> out061
v07 NAND !v06 -> out062
!v09 NAND v04 -> out063
v02 NAND v06 -> !out064
!v09 NAND v06 -> out065
!v02 NAND !v07 -> out066
v07 NAND !v09 -> out067
!v09 NAND !v00 -> out068
!v01 NAND !v02 -> out069
v06 NAND v08 -> !out070
!v00 NAND !v08 -> out071
v09 NAND !v00 -> out072
!v01 NAND !v02 -> out073
!v04 NAND v06 -> out074
!v05 NAND !v07 -> out075
v09 NAND v03 -> !out076
!v01 NAND v00 -> out077
!v07 NAND !v08 -> out078
v01 NAND !v08 -> out079
!v00 NOR v07 -> !out080
v00 NOR v04 -> !out081
v04 NOR !v09 -> !out082
v05 NOR !v03 -> !out083
!v09 NOR !v06 -> out084
!v04 NOR !v00 -> out085
!v01 NOR v08 -> !out086
v02 NOR !v05 -> !out087
!v07 NOR !v02 -> out088
!v02 NOR v07 -> !out089
!v04 NOR !v09 -> out090
v00 NOR v01 -> !out091
v09 NOR !v08 -> !out092
!v07 NOR !v08 -> out093
v04 NOR v03 -> !out094
v01 NOR v05 -> !out095
v02 NOR !v03 -> !out096
!v00 NOR !v03 -> out097
v03 NOR !v01 -> !out098
v05 NOR !v04 -> !out099
!v01 AND v00 -> !out000
v03 AND !v01 -> !out001
v03 AND v09 -> out002
v07 AND !v02 -> !out003
v00 AND !v04 -> !out004
!v06 AND !v02 -> !out005
v02 AND v06 -> out006
v07 AND v01 -> out007
v03 AND v04 -> out008
v01 AND v06 -> out009
!v03 AND !v01 -> !out010
!v09 AND v00 -> !out011
v05 AND v08 -> out012
!v09 AND v06 -> !out013
v07 AND !v06 -> !out014
!v03 AND !v06 -> !out015
!v02 AND !v07 -> !out016
!v01 AND !v07 -> !out017
v09 AND v08 -> out018
!v04 AND !v08 -> !out019
v00 OR !v09 -> out020
v02 OR !v09 -> out021
!v04 OR v06 -> out022
!v04 OR v00 -> out023
v04 OR !v09 -> out024
v00 OR v05 -> out025
!v02 OR v09 -> out026
v03 OR v07 -> out027
!v00 OR v06 -> out028
!v02 OR !v09 -> !out029
!v06 OR !v05 -> !out030
!v00 OR v05 -> out031
v00 OR !v05 -> out032
!v00 OR !v08 -> !out033
v03 OR !v08 -> out034
!v02 OR v06 -> out035
v01 OR v02 -> out036
v07 OR v03 -> out037
v08 OR v07 -> out038
v01 OR !v00 -> out039
v07 XOR v00 -> !out040
!v06 XOR !v07 -> !out041
!v07 XOR v03 -> out042
!v09 XOR v02 -> out043
!v03 XOR v07 -> out044
v06 XOR !v01 -> out045
!v07 XOR v02 -> out046
!v00 XOR !v03 -> !out047
v07 XOR !v02 -> out048
!v06 XOR v04 -> out049
!v04 XOR !v06 -> !out050
!v04 XOR !v01 -> !out051
v00 XOR v02 -> !out052
v03 XOR v08 -> !out053
!v01 XOR !v02 -> !out054
!v04 XOR v00 -> out055
v05 XOR v03 -> !out056
v01 XOR v06 -> !out057
v01 XOR v09 -> !out058
v02 XOR !v01 -> out059
v05 NAND !v09 -> out060
v09 NAND v05 -> !out061
v07 NAND !v06 -> out062
v09 NAND !v04 -> out063
v02 NAND v06 -> !out064
!v09 NAND !v06 -> out065
v02 NAND !v07 -> out066
v07 NAND !v09 -> out067
v09 NAND !v00 -> out068
!v01 NAND !v02 -> out069
v06 NAND v08 -> !out070
!v00 NAND !v08 -> out071
v09 NAND v00 -> !out072
v01 NAND !v02 -> out073
v04 NAND !v06 -> out074
v05 NAND !v07 -> out075
v09 NAND !v03 -> out076
v01 NAND v00 -> !out077
!v07 NAND !v08 -> out078
v01 NAND !v08 -> out079
!v00 NOR v07 -> !out080
!v00 NOR !v04 -> out081
!v04 NOR !v09 -> out082
!v05 NOR !v03 -> out083
v09 NOR v06 -> !out084
v04 NOR v00 -> !out085
v01 NOR !v08 -> !out086
v02 NOR !v05 -> !out087
!v07 NOR v02 -> !out088
!v02 NOR !v07 -> out089
v04 NOR v09 -> !out090
v00 NOR !v01 -> !out091
v09 NOR !v08 -> !out092
v07 NOR v08 -> !out093
v04 NOR !v03 -> !out094
!v01 NOR !v05 -> out095
!v02 NOR v03 -> !out096
!v00 NOR v03 -> !out097
v03 NOR v01 -> !out098
!v05 NOR v04 -> !out099
v01 AND v00 -> out000
!v03 AND v01 -> !out001
v03 AND v09 -> out002
!v07 AND v02 -> !out003
v00 AND v04 -> out004
!v06 AND v02 -> !out005
v02 AND !v06 -> !out006
!v07 AND !v01 -> !out007
!v03 AND v04 -> !out008
v01 AND v06 -> out009
!v03 AND !v01 -> !out010
v09 AND v00 -> out011
!v05 AND !v08 -> !out012
v09 AND !v06 -> !out013
v07 AND !v06 -> !out014
v03 AND !v06 -> !out015
!v02 AND v07 -> !out016
!v01 AND !v07 -> !out017
!v09 AND v08 -> !out018
!v04 AND v08 -> !out019
!v00 OR !v09 -> !out020
!v02 OR !v09 -> !out021
v04 OR !v06 -> out022
v04 OR !v00 -> out023
!v04 OR v09 -> out024
!v00 OR v05 -> out025
!v02 OR !v09 -> !out026
v03 OR !v07 -> out027
!v00 OR !v06 -> !out028
!v02 OR !v09 -> !out029
!v06 OR v05 -> out030
v00 OR !v05 -> out031
v00 OR !v05 -> out032
!v00 OR !v08 -> !out033
!v03 OR !v08 -> !out034
v02 OR v06 -> out035
v01 OR !v02 -> out036
!v07 OR v03 -> out037
!v08 OR v07 -> out038
!v01 OR !v00 -> !out039
v07 XOR !v00 -> out040
!v06 XOR !v07 -> !out041
v07 XOR !v03 -> out042
!v09 XOR !v02 -> !out043
!v03 XOR !v07 -> !out044
!v06 XOR v01 -> out045
v07 XOR v02 -> !out046
!v00 XOR !v03 -> !out047
v07 XOR v02 -> !out048
!v06 XOR v04 -> out049
!v04 XOR !v06 -> !out050
v04 XOR v01 -> !out051
!v00 XOR !v02 -> !out052
v03 XOR !v08 -> out053
!v01 XOR v02 -> out054
!v04 XOR v00 -> out055
v05 XOR !v03 -> out056
v01 XOR !v06 -> out057
v01 XOR v09 -> !out058
v02 XOR !v01 -> out059
v05 NAND v09 -> !out060
!v09 NAND !v05 -> out061
!v07 NAND !v06 -> out062
v09 NAND v04 -> !out063
v02 NAND v06 -> !out064
v09 NAND !v06 -> out065
!v02 NAND !v07 -> out066
v07 NAND !v09 -> out067
!v09 NAND !v00 -> out068
v01 NAND v02 -> !out069
v06 NAND v08 -> !out070
!v00 NAND !v08 -> out071
v09 NAND v00 -> !out072
v01 NAND v02 -> !out073
!v04 NAND v06 -> out074
v05 NAND !v07 -> out075
!v09 NAND v03 -> out076
!v01 NAND !v00 -> out077
v07 NAND v08 -> !out078
v01 NAND !v08 -> out079
!v00 NOR v07 -> !out080
!v00 NOR v04 -> !out081
v04 NOR v09 -> !out082
v05 NOR !v03 -> !out083
!v09 NOR v06 -> !out084
!v04 NOR v00 -> !out085
!v01 NOR !v08 -> out086
v02 NOR !v05 -> !out087
v07 NOR !v02 -> !out088
!v02 NOR v07 -> !out089
!v04 NOR !v09 -> out090
!v00 NOR v01 -> !out091
!v09 NOR v08 -> !out092
!v07 NOR v08 -> !out093
!v04 NOR v03 -> !out094
!v01 NOR !v05 -> out095
v02 NOR v03 -> !out096
!v00 NOR !v03 -> out097
v03 NOR v01 -> !out098
!v05 NOR !v04 -> out099
!v01 AND v00 -> !out000
!v03 AND !v01 -> !out001
v03 AND v09 -> out002
v07 AND v02 -> out003
!v00 AND v04 -> !out004
v06 AND v02 -> out005
!v02 AND v06 -> !out006
!v07 AND v01 -> !out007
!v03 AND !v04 -> !out008
!v01 AND v06 -> !out009
v03 AND !v01 -> !out010
!v09 AND !v00 -> !out011
v05 AND v08 -> out012
!v09 AND v06 -> !out013
v07 AND v06 -> out014
v03 AND !v06 -> !out015
!v02 AND v07 -> !out016
v01 AND !v07 -> !out017
v09 AND !v08 -> !out018
v04 AND !v08 -> !out019
v00 OR v09 -> out020
v02 OR !v09 -> out021
!v04 OR v06 -> out022
!v04 OR !v00 -> !out023
v04 OR !v09 -> out024
!v00 OR !v05 -> !out025
!v02 OR v09 -> out026
v03 OR v07 -> out027
v00 OR !v06 -> out028
!v02 OR !v09 -> !out029
!v06 OR v05 -> out030
v00 OR v05 -> out031
!v00 OR v05 -> out032
!v00 OR !v08 -> !out033
v03 OR v08 -> out034
v02 OR v06 -> out035
v01 OR v02 -> out036
v07 OR v03 -> out037
!v08 OR !v07 -> !out038
!v01 OR v00 -> out039
!v07 XOR v00 -> out040
!v06 XOR !v07 -> !out041
v07 XOR v03 -> !out042
v09 XOR v02 -> !out043
!v03 XOR v07 -> out044
!v06 XOR !v01 -> !out045
!v07 XOR !v02 -> !out046
v00 XOR !v03 -> out047
!v07 XOR !v02 -> !out048
!v06 XOR v04 -> out049
!v04 XOR !v06 -> !out050
!v04 XOR v01 -> out051
!v00 XOR !v02 -> !out052
!v03 XOR !v08 -> !out053
v01 XOR !v02 -> out054
v04 XOR !v00 -> out055
!v05 XOR v03 -> out056
v01 XOR v06 -> !out057
!v01 XOR !v09 -> !out058
v02 XOR v01 -> !out059
!v05 NAND v09 -> out060
v09 NAND v05 -> !out061
v07 NAND v06 -> !out062
!v09 NAND !v04 -> out063
v02 NAND v06 -> !out064
v09 NAND v06 -> !out065
v02 NAND v07 -> !out066
!v07 NAND v09 -> out067
v09 NAND !v00 -> out068
!v01 NAND !v02 -> out069
v06 NAND !v08 -> out070
v00 NAND v08 -> !out071
v09 NAND v00 -> !out072
v01 NAND v02 -> !out073
v04 NAND !v06 -> out074
!v05 NAND !v07 -> out075
v09 NAND !v03 -> out076
!v01 NAND v00 -> out077
v07 NAND v08 -> !out078
!v01 NAND !v08 -> out079
v00 NOR v07 -> !out080
!v00 NOR v04 -> !out081
v04 NOR !v09 -> !out082
!v05 NOR !v03 -> out083
v09 NOR !v06 -> !out084
v04 NOR !v00 -> !out085
!v01 NOR !v08 -> out086
v02 NOR !v05 -> !out087
!v07 NOR v02 -> !out088
!v02 NOR !v07 -> out089
v04 NOR v09 -> !out090
!v00 NOR v01 -> !out091
v09 NOR v08 -> !out092
!v07 NOR v08 -> !out093
!v04 NOR !v03 -> out094
!v01 NOR !v05 -> out095
!v02 NOR !v03 -> out096
!v00 NOR v03 -> !out097
!v03 NOR v01 -> !out098
v05 NOR !v04 -> !out099
v01 AND !v00 -> !out000
!v03 AND v01 -> !out001
!v03 AND !v09 -> !out002
!v07 AND v02 -> !out003
!v00 AND v04 -> !out004
!v06 AND v02 -> !out005
!v02 AND v06 -> !out006
v07 AND v01 -> out007
!v03 AND !v04 -> !out008
v01 AND v06 -> out009
v03 AND !v01 -> !out010
!v09 AND v00 -> !out011
!v05 AND v08 -> !out012
!v09 AND !v06 -> !out013
v07 AND v06 -> out014
!v03 AND !v06 -> !out015
!v02 AND !v07 -> !out016
!v01 AND v07 -> !out017
v09 AND !v08 -> !out018
!v04 AND !v08 -> !out019
!v00 OR !v09 -> !out020
!v02 OR !v09 -> !out021
v04 OR v06 -> out022
!v04 OR v00 -> out023
v04 OR v09 -> out024
v00 OR v05 -> out025
!v02 OR v09 -> out026
!v03 OR !v07 -> !out027
!v00 OR !v06 -> !out028
!v02 OR v09 -> out029
v06 OR v05 -> out030
v00 OR v05 -> out031
!v00 OR !v05 -> !out032
!v00 OR !v08 -> !out033
v03 OR !v08 -> out034
!v02 OR !v06 -> !out035
!v01 OR !v02 -> !out036
v07 OR !v03 -> out037
v08 OR v07 -> out038
!v01 OR !v00 -> !out039
!v07 XOR v00 -> out040
!v06 XOR v07 -> out041
!v07 XOR v03 -> out042
v09 XOR v02 -> !out043
!v03 XOR !v07 -> !out044
v06 XOR !v01 -> out045
!v07 XOR v02 -> out046
!v00 XOR v03 -> out047
!v07 XOR !v02 -> !out048
v06 XOR v04 -> !out049
!v04 XOR v06 -> out050
!v04 XOR v01 -> out051
v00 XOR v02 -> !out052
!v03 XOR !v08 -> !out053
!v01 XOR v02 -> out054
!v04 XOR v00 -> out055
!v05 XOR v03 -> out056
v01 XOR v06 -> !out057
v01 XOR !v09 -> out058
v02 XOR !v01 -> out059
v05 NAND v09 -> !out060
v09 NAND v05 -> !out061
v07 NAND !v06 -> out062
v09 NAND v04 -> !out063
v02 NAND !v06 -> out064
!v09 NAND !v06 -> out065
!v02 NAND !v07 -> out066
v07 NAND !v09 -> out067
